topic_EN,topic_ES,argument_ES,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis ha resultado beneficioso para personas con serios problemas de salud, adicionalmente, se evitarían arreston y gastos judiciales que son producto del consumo ilegal.",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis lleva camino de cambiar de estatus. De ser considerada una droga prohibida y perseguida,1,0.500543349,10,7,0,3,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis no debe legalizarse, pues estudios demuestran que su consumo en exceso puede resultar nocivo para la razón. De legalizarse, crearía un entorno apropiado para que la población abuse de ella.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis no debe ser legalizado, este promueve la degeneración de la sociedad y es adictivo par todo el que lo consume.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis representa una amenaza para la estabilidad mental de las peresonas que lo consumen, terminando en dependencia y addcicion a la sustancia",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis tiene aportes positivos en la salud mientras se use de forma controlada, ya que en comparacion hay otras sustancias legales y producen efectos negativos como  el cigarro y alcohol",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis tiene propiedades medicinales que pueden ayudar en la salud de las personas.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis tiene propiedades que se pueden usar como medicina, por eso se debe legalizar y tener un control de este planta medicinal.",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis tienes propiedades terapéuticas que puede ser usado para el tratamiento del dolor crónico en adultos,",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis usado en dosis correctas es medicinal y segun estudios sus efectos no son dañinos como otras sustancias mas dependientes,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis, a pesar de tener potencial medicinal, también puede generar adicción lo cual es muy malo para las personas co enfermedades graves.",-1,1,10,8,2,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis, al ser una droga blanda, podría ser un puente para contraer adicciones mayores, y fomentar el consumo de sustancias más peligrosas.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El consumo de cannabis es mucho menos peligroso que el de alcohol, el cual es legal en la mayor parte del mundo",1,1,10,1,0,9,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El consumo de marihuana debe ser controlado, ya que de lo contrario daña la vida de los ciudadanos y por ende la vida de un país",-1,0.6952025,20,14,1,5,0.761597923,10,2,8
We should legalize cannabis,Deberíamos legalizar el cannabis,"El consumo del cannabis, como droga medicinal, deberìa legalizarce a fin de contribuir al tratamiento de muchas enfermedades",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El esfuerzo de la ley para evitar la legalizacion a dejado a otros sectores fuera y con menos recursos. Por lo tanto la legalizacion permitiria el uso de esos recursos en otros sectores de vital importancia..,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El planteamiento tiene cada vez más adeptos, entre ellos notables mandatarios de proyección mundial",,,10,3,2,5,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El uso de  cannabis, puede llevar a desarrollar adicción entre los  pacientes que la usan , corrompiendo a la persona, y así a la sociedad en sí",,,10,8,0,2,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El uso de marihuana debería ser legal porque cada persona es autónoma en sus decisiones, es un derecho que no debe ser prohibido.  Las personas se benefician de su uso y tienen mejor calidad de vida por ella.",1,1,10,0,0,10,0.553197089,5,2,3
We should legalize cannabis,Deberíamos legalizar el cannabis,El uso del cannabis nubla el buen juicio de una persona y su capacidad de tomar decisiones pudiendo esto llevar a cometer actos que una persona normal no cometeria sin el uso de esta droga,-1,1,10,9,1,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El uso del cannabis, ha sido legalizado en varios paises como terapia medica. Ayudando en diversas patologías y así haciendo mas soportable los sintomas y consecuencias propias de cada enfermedad",1,1,20,0,0,20,1,10,0,10
We should legalize cannabis,Deberíamos legalizar el cannabis,El uso descontrolado del cannabis genera que se justifique la drogadicción.,-1,0.797110544,20,17,0,3,0.474957854,11,6,5
We should legalize cannabis,Deberíamos legalizar el cannabis,"El uso excesivo de la droga supone un gran golpe para la salud fisica y mental de las personas, por tanto al tener libre acceso a esta podria estar propiciando la enfermedad en la sociedad.",-1,1,10,10,0,0,1,5,1,4
We should legalize cannabis,Deberíamos legalizar el cannabis,El uso inapropiado causa la alteración de las personas y las perdida de su conciencia como tal.,,,10,9,1,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El uso irresponsable y descontrolado de las drogas podría causar efectos adversos en la salud de algunos individuos que lo usen de forma imprudente.,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"En Colombia se Usa un medicamento  llamado Cannabidiol a base de cannabis, aprobado por INVIMA  muy útil en pacientes que padecen epilepsia, podrían vivir sin crisis si se diagnostican y tratan adecuadamente.",1,0.782132467,10,2,0,8,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Entre los efectos del cannabis están la percepción distorsionada de la realidad, pérdida de la memoria y de la capacidad de aprendizaje, falta de coordinación motora, desorientación, etc.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Es mejor permitirla en circunstancia especiales y bajo supervición  de alguna persona preparada, como un profesional de la salud,  si es para cuestiones de salud, aun así lo veo innecesario",1,0.647104434,20,7,1,12,1,10,1,9
We should legalize cannabis,Deberíamos legalizar el cannabis,"Es muy difícil controlar a las personas bajo este tipo de tratamiento, por lo que considero es de alto riesgo.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Esta comprobado que el cannabis proporcionas muchos beneficios para la salud.,1,1,20,0,0,20,0.834918058,13,3,10
We should legalize cannabis,Deberíamos legalizar el cannabis,Esta demostrado cientificamente que el cannabis es menos nocivo que el cigarrillo convencional,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Esta demostrado cientificamente que el uso del cannabis es medicinal para la salud,1,1,20,0,0,20,0.886371673,12,1,11
We should legalize cannabis,Deberíamos legalizar el cannabis,Estoy en contra dela legalización del cannabis  porque habría más adictos a las drogas en las calles.,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Está demostrado que el cannabis produce dependencia y adicción,-1,1,20,20,0,0,0.938826939,11,1,10
We should legalize cannabis,Deberíamos legalizar el cannabis,"Haría que hubiese una mayor cantidad de consumidores de temprana edad, trayendo un hábito de adicción, intoxicación, trastorno con la fachada de fin medicinal olvidando los riesgos que éste conlleva.",-1,1,10,9,0,1,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,It would be a way to combat drug trafficking,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,LA VENTA LEGAL SERÍA DE GRAN AYUDA PARA LOS JÓVENES ADULTOS,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La cannabis en muchas oportunidades  tiende a tener efectos nocivos para la salud.,-1,1,20,20,0,0,0.654442691,13,4,9
We should legalize cannabis,Deberíamos legalizar el cannabis,"La cannabis o también como se le conoce por el nombre de ""Marihuana"" es una planta de origen asiático y fue usada como fibra textil, pero su uso mas importante es en su ámbito medicinal.",0,0.645677392,10,0,6,4,0.412571901,5,2,3
We should legalize cannabis,Deberíamos legalizar el cannabis,"La cocaína debe ser legalizada porque existen bastantes argumentos científicos que demuestran el poder curativo que tiene la droga, con regulaciones de parte de los gobernantes esta puede ser legalizada.",1,1,10,0,2,8,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"La legalizacion de la droga disminuye el contrabando y el trafico ilegal del producto, ademas con regulaciones adecuadas podria bajar el consumo en la poblacion.",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La legalizacion del cannabis traeria como consecuencia la masificacion de su cultivo y el consumo indiscriminado en la poblacion lo cual agrabaria la salud publica,-1,0.80790753,10,9,0,1,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La legalización del  cannabis permitiría acceder fácilmente a medicamentos que utilizan como base esta planta,1,0.767125335,10,1,0,9,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La legalización del Cannabis ayudaría a desaparecer los mercados ilegales que generan miles de millones de dolares al año al crimen organizado.,1,1,20,0,0,20,1,12,0,12
We should legalize cannabis,Deberíamos legalizar el cannabis,La legalización del canabbis podria tener graves consecuencias debido al uso desmedido de algunas personas.,-1,1,10,10,0,0,0.363664863,5,2,3
We should legalize cannabis,Deberíamos legalizar el cannabis,La legalización del cannabis daría la oportunidad a mas personas con graves enfermedades terminales a tener acceso facil.,1,1,20,0,0,20,0.950328096,12,2,10
We should legalize cannabis,Deberíamos legalizar el cannabis,La legalización del cannabis reduciría y eventualmente eliminaría el narcotrafico.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"La legalización del cannabis supondría que los Estados le gravasen con un impuesto que ayudaría a la sociedad, mientras que ahora todo el dinero queda en organizaciones ilegales o criminales",-1,1,10,5,0,5,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La legalización del cannabis va a contribuir en el bienestar de muchos para pacientes médicos que no responden bien ante algunos fármacos.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"La legalización podría traer como consecuencia un mayor número de crímenes en las calles, tal como reflejan las estadísticas.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La marihuana como droga recreativa genera adicción en las personas,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"La marihuana debe ser legalizada porqué  tiene mas confianza qué consumir cualquier  tipo de sustancia legal, es bastante saludable para el consumo",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La marihuana es a demas de un mecanismo de recreacion se sabe que sirve tambien para curar enfermedades y mejorar el progreso de tratamientos si se legaliza mejoraria la salud de aquellos que la necesitan,1,0.942403758,20,1,0,19,0.798984439,9,2,7
We should legalize cannabis,Deberíamos legalizar el cannabis,La marihuana ha funcionado ayudando a personas con serios problemas de salud  de modo especial en pacientes de cáncer  legalizar la marihuana permitiría a los pacientes enfermos tener que pasar por mil trabas,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La marihuana no se debería legalizar porque los padres adictos descuidan a sus niños,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,La marihuana se usa por más de 25 millones de personas anualmente y su número se incrementa cada año de modo especial en adultos jóvenes.Legalizar la marihuana puede eliminar este problema causante de daño.,1,1,10,1,0,9,0,5,3,2
We should legalize cannabis,Deberíamos legalizar el cannabis,La marihuana solo debe ser usada por razones médicas y bajo estricto control en casos extremadamente necesarios.  No debe ser permitido el uso recreativo por las personas sin affecciones.,-1,1,10,8,1,1,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"La marihuana tiende a aliviar el dolor crónico, ayuda a las personas a ser más activas, es decir, ayuda al cerebro a funcionar mejor, la marihuana es buena para perder peso y ayuda a las personas con depresión.",1,1,10,0,0,10,,,,
